기관코드,기관명,시도,시군구,법정동,주소,유형,정원,물리치료사,작업치료사,요양보호사,사회복지사,간호사,지정일
34377000096,뿌리가깊은나무,충청북도,음성군,음성읍,충청북도 음성군 음성읍 수정로  31 2층 (음성읍),방문요양·방문목욕,,0,0,37,4,0,20190716
34377000098,정다운방문요양센터,충청북도,음성군,음성읍,충청북도 음성군 음성읍 중앙로  64 (음성읍),방문요양,,0,0,25,1,0,20191122
34380000006,대강노인요양센터,충청북도,단양군,대강면,충청북도 단양군 대강면 장림3길  8 (대강면),,,0,0,11,0,0,20080624
34380000017,단고을방문요양센터,충청북도,단양군,매포읍,충청북도 단양군 매포읍 단양로  1945 (매포읍),,,0,0,164,2,0,20091127
34380000024,이원건강의료기 단양점,충청북도,단양군,단양읍,충청북도 단양군 단양읍 삼봉로  281 (단양읍),복지용구,,0,0,0,0,0,20120620
34380000026,단양돌봄사회서비스센터,충청북도,단양군,단양읍,충청북도 단양군 단양읍 삼봉로  233 (단양읍),방문요양·방문목욕,,0,0,44,2,0,20121022
34380000029,단양나누미방문요양센터,충청북도,단양군,단양읍,"충청북도 단양군 단양읍 삼봉로  321 (단양읍, 3층)",방문요양·방문목욕,,0,0,144,4,0,20130901
34380000032,단양다사랑노인요양원,충청북도,단양군,대강면,충청북도 단양군 대강면 온천로  197 (대강면),방문요양·방문목욕·주야간보호,,0,1,2,1,0,20140213
34380000038,매화골방문요양센터,충청북도,단양군,매포읍,충청북도 단양군 매포읍 평동로  145 2층 (매포읍),방문요양·방문목욕,,0,0,39,4,0,20150609
34413000004,엔젤요양서비스,충청남도,천안시 동남구,청당동,"충청남도 천안시 동남구 청수7로  43 2층202호 (청당동, 영재빌딩)",방문요양·방문목욕·복지용구,,0,0,169,4,0,20080509
34413000058,서로사랑노인복지센터,충청남도,천안시 서북구,성환읍,"충청남도 천안시 서북구 성환읍 성환9길  9 1,4층 (성환읍)",방문요양·방문목욕·주야간보호,,0,0,62,12,0,20080716
34413000060,천안우리방문요양센터,충청남도,천안시 동남구,봉명동,충청남도 천안시 동남구 쌍용대로  94-7 202호 (봉명동),방문요양,,0,0,26,1,0,20080724
34413000069,연세의료기,충청남도,천안시 서북구,두정동,충청남도 천안시 서북구 두정로  203 106호 (두정동),,,0,0,0,0,0,20080819
34413000070,충청의료기상사,충청남도,천안시 동남구,사직동,"충청남도 천안시 동남구 대흥로  127 (사직동, 1층)",,,0,0,0,0,0,20080819
34413000076,사회복지법인 영서복지재단 충무노인복지센터,충청남도,천안시 서북구,쌍용동,"충청남도 천안시 서북구 새말3길  16 (쌍용동, 영서빌딩 1층)",주야간보호,,0,0,39,3,1,20080919
34413000081,하나요양보호원,충청남도,천안시 동남구,다가동,"충청남도 천안시 동남구 천안천공원3길  5-31 상가동202호 (다가동, 서해그랑블아파트)",,,0,0,93,1,0,20080924
34413000087,충남의료기,충청남도,천안시 동남구,봉명동,충청남도 천안시 동남구 순천향4길  50 (봉명동),,,0,0,0,0,0,20081023
34413000088,천안아산복지용구센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 월봉7길  32-1 102호 (쌍용동),,,0,0,0,0,0,20081024
34413000108,도솔요양센터,충청남도,천안시 동남구,원성동,"충청남도 천안시 동남구 충절로  128 3층302호 (원성동, 원흥빌딩)",방문요양,,0,0,94,3,0,20090413
34413000114,이원건강의료기천안역점,충청남도,천안시 동남구,대흥동,"충청남도 천안시 동남구 대흥로  251 (대흥동, 화성빌딩 1층)",,,0,0,0,2,0,20090518
34413000123,금빛사랑 재가장기요양기관,충청남도,천안시 서북구,성정동,"충청남도 천안시 서북구 성정중1길  31 2층 (성정동, 삼소빌딩)",방문요양·주야간보호,,0,0,31,3,0,20090721
34413000127,보금자리노인장기요양센터,충청남도,천안시 동남구,대흥동,충청남도 천안시 동남구 공설시장1길  2 3층 (대흥동),,,0,0,41,1,0,20090803
34413000146,섬김노인복지센터,충청남도,천안시 서북구,신당동,충청남도 천안시 서북구 천안대로  1219 2층 (신당동),,,0,0,3,0,1,20091111
34413000156,(A)돕는천사 벧엘 천안지사,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 원거리12길  2 1층 (원성동),,,0,0,99,4,0,20091229
34413000164,한결요양센터,충청남도,천안시 동남구,영성동,충청남도 천안시 동남구 충무로  422 2층 (영성동),방문요양,,0,0,56,2,0,20100420
34413000191,베스트메딕스,충청남도,천안시 서북구,백석동,충청남도 천안시 서북구 백석로  17-5 (백석동),복지용구,,0,0,0,0,0,20110225
34413000193,어르신이행복한세상,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 봉서8길  8 1층101-2호 (쌍용동),방문요양,,0,0,32,1,0,20110301
34413000194,희망장기요양센터,충청남도,천안시 서북구,성환읍,충청남도 천안시 서북구 성환읍 성환3로  38 101호 (성환읍),방문요양,,0,0,29,2,0,20110304
34413000201,천안중앙요양센터,충청남도,천안시 서북구,두정동,"충청남도 천안시 서북구 천안대로  999-7 103동1701호 (두정동, 천안 두정역 이안 더 센트럴)",방문요양·방문목욕,,0,0,165,6,0,20110408
34413000205,한가족노인복지센터,충청남도,천안시 서북구,쌍용동,"충청남도 천안시 서북구 월봉6길  4 2층층 (쌍용동, 솔로몬빌딩)",,,0,0,55,2,0,20110801
34413000216,남천안노인요양원병설재가노인복지센터,충청남도,천안시 동남구,광덕면,충청남도 천안시 동남구 광덕면 차령로  4267 (광덕면),,,0,0,0,0,2,20111109
34413000217,편안한 재가노인복지센타,충청남도,천안시 서북구,성정동,충청남도 천안시 서북구 성정2동[성정동] 823번지 선경(아)상가 304호,방문요양·방문목욕,,0,0,66,4,0,20111201
34413000227,현대방문요양센터,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 버들로  153 (원성동),,,0,0,32,1,0,20120221
34413000229,(주)씨티엘네트웍스충남센터,충청남도,천안시 서북구,성정동,충청남도 천안시 서북구 성정1동[성정동] 714번지 1호 102호,복지용구,,0,0,0,0,0,20120301
34413000237,우리재가복지센터,충청남도,천안시 동남구,쌍용동,충청남도 천안시 동남구 순천향1길  9 4층 (쌍용동),방문요양·방문목욕,,0,0,54,2,0,20120601
34413000242,시니어스초이스천안점 다사랑재가장기요양기관,충청남도,천안시 동남구,봉명동,충청남도 천안시 동남구 봉명동 44번지 11호 신영빌딩 501호,방문요양·방문목욕,,0,0,0,0,0,20120827
34413000249,주원의료기&복지용구,충청남도,천안시 동남구,영성동,충청남도 천안시 동남구 중앙로  64 (영성동),복지용구,,0,0,0,0,0,20121206
34413000255,행복복지용구,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 봉서8길  8 1층101-1호 (쌍용동),복지용구,,0,0,0,0,0,20130121
34413000256,해피하우스노인복지센터,충청남도,천안시 동남구,청당동,"충청남도 천안시 동남구 광풍로  1822 6층 (청당동, 아이지타워)",방문요양·방문목욕·주야간보호,,0,0,16,2,0,20130201
34413000259,행복나무재가복지센터,충청남도,천안시 서북구,백석동,충청남도 천안시 서북구 동서대로  17-13 1층102호 (백석동),방문요양·방문목욕,,0,0,45,4,0,20130508
34413000277,은혜재가복지센터,충청남도,천안시 서북구,성환읍,충청남도 천안시 서북구 성환읍 성환리 449번지 135호 ,방문요양·방문목욕·복지용구,,0,0,178,4,0,20140102
34413000279,에바다재가장기요양센터,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 중앙로  7 (원성동),방문요양,,0,0,32,1,0,20140128
34413000294,희망재가관리센터,충청남도,천안시 서북구,입장면,"충청남도 천안시 서북구 입장면 입장로  115 1동402호 (입장면, 영화빌리지)",방문요양,,0,0,6,0,0,20140626
34413000297,청담하늘채요양센터,충청남도,천안시 동남구,신방동,충청남도 천안시 동남구 통정10로  43-12 (신방동),방문요양,,0,0,81,4,0,20140811
34413000302,서천안노인재가복지센터,충청남도,천안시 서북구,불당동,"충청남도 천안시 서북구 불당23로  13 503동1602호 (불당동, 이안아파트)",방문요양,,0,0,37,1,0,20150101
34413000308,천안참사랑방문요양센터,충청남도,천안시 동남구,구성동,충청남도 천안시 동남구 구성10길  17 1층 (구성동),방문요양,,0,0,39,1,0,20150129
34413000317,쌍용노인전문요양원병설주야간보호센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 서부대로  425 1층층 (쌍용동),주야간보호,,0,0,48,3,0,20150513
34413000318,노인주야간보호센터 실버스타,충청남도,천안시 서북구,두정동,"충청남도 천안시 서북구 서부대로  766 201,501호 (두정동)",방문요양·주야간보호,,1,0,54,6,1,20150601
34413000321,삼성실버 노인주간보호센터,충청남도,천안시 서북구,쌍용동,"충청남도 천안시 서북구 쌍용17길  53 201호 (쌍용동, 대풍빌딩)",주야간보호,,0,0,7,1,0,20150707
34413000324,재가방문요양목욕센터 마이트리,충청남도,천안시 동남구,문화동,충청남도 천안시 동남구 공설시장2길  8-9 (문화동),방문요양·방문목욕,,0,0,2,0,0,20150807
34413000326,마음으로 방문케어,충청남도,천안시 동남구,북면,충청남도 천안시 동남구 북면 복구정3길  7-24 (북면),방문요양,,0,0,25,1,0,20150903
34413000328,도란도란노인복지센터,충청남도,천안시 동남구,북면,충청남도 천안시 동남구 북면 용암2길  137-1 (북면),방문요양·주야간보호,,0,0,18,2,0,20150903
34413000330,백세주간보호센터,충청남도,천안시 서북구,백석동,"충청남도 천안시 서북구 백석4길  12 203호 (백석동, 거성캐슬B)",주야간보호,,0,0,6,2,0,20150924
34413000334,성심의료기,충청남도,천안시 서북구,불당동,충청남도 천안시 서북구 불당9길  52 2층 (불당동),복지용구,,0,0,0,0,0,20151201
34413000342,TOP(탑) 재가노인복지센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 쌍용대로  43 3층 (쌍용동),주야간보호,,0,0,5,2,0,20160302
34413000343,효나눔재가노인복지센터,충청남도,천안시 동남구,신부동,충청남도 천안시 동남구 먹거리8길  44 3층 (신부동),방문요양,,0,0,6,0,0,20160328
34413000346,디딤돌노인주야간보호센터,충청남도,천안시 동남구,삼룡동,충청남도 천안시 동남구 충절로  417-4 (삼룡동),주야간보호,,0,0,5,3,0,20160404
34413000349,해피투게더재가방문요양센터,충청남도,천안시 동남구,청당동,"충청남도 천안시 동남구 청당2길  118 108동207호 (청당동, 청당마을벽산블루밍아파트)",방문요양,,0,0,93,3,0,20160526
34413000350,소망재가복지센터,충청남도,천안시 서북구,쌍용동,"충청남도 천안시 서북구 미라15길  23 109호 (쌍용동, 대우타워아파트 상가동)",방문요양,,0,0,26,1,0,20160531
34413000354,천안큰사랑방문요양센터,충청남도,천안시 동남구,성황동,충청남도 천안시 동남구 대흥로  285 (성황동),방문요양,,0,0,24,1,0,20160701
34413000360,의료기백화점,충청남도,천안시 동남구,봉명동,충청남도 천안시 동남구 천안여상로  59 102호 (봉명동),복지용구,,0,0,0,0,0,20160930
34413000361,동행 재가복지센터,충청남도,천안시 서북구,쌍용동,"충청남도 천안시 서북구 미라2길  19 305호 (쌍용동, 광명아파트 상가)",방문요양,,0,0,82,2,0,20161005
34413000371,도연 재가노인복지센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 불당대로  269 122호 (쌍용동),방문요양,,0,0,47,2,0,20170131
34413000375,천사재가복지센터,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 충절로  132 2층 (원성동),방문요양·방문목욕,,0,0,34,1,0,20170301
34413000384,행복효요양센터,충청남도,천안시 동남구,다가동,"충청남도 천안시 동남구 신용로  64 B동2층5호 (다가동, 천안기계공구상가)",방문요양,,0,0,2,0,0,20170419
34413000396,실버밸리노인복지센터,충청남도,천안시 동남구,문화동,"충청남도 천안시 동남구 중앙로  140 1,2층 (문화동)",방문요양·주야간보호,,0,0,25,5,0,20170801
34413000397,참조은 주야간보호센터,충청남도,천안시 동남구,다가동,충청남도 천안시 동남구 다가4길  4-3 (다가동),주야간보호,,0,0,4,2,0,20170807
34413000408,웃음행복노인주야간보호센터,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 신원1길  9 (원성동),주야간보호,,0,0,5,1,0,20180201
34413000412,평화재가노인복지센타,충청남도,천안시 동남구,성황동,충청남도 천안시 동남구 복자1길  20 201호 (성황동),방문요양,,0,0,15,0,0,20180326
34413000414,능수버들주야간보호센터,충청남도,천안시 서북구,성정동,"충청남도 천안시 서북구 성정로  92 2층 (성정동, 덕산빌딩)",주야간보호,,0,0,4,2,0,20180417
34413000416,굿모닝재가노인복지센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 쌍용11길  58 207호 (쌍용동),방문요양,,0,0,115,4,0,20180525
34413000418,국민보은방문요양센터,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 차돌고개7길  60 501호 (쌍용동),방문요양,,0,0,94,4,0,20180601
34413000420,날마다 청춘 노인복지센터,충청남도,천안시 동남구,영성동,"충청남도 천안시 동남구 대흥로  90 1층201호 (영성동, 영성펜타폴리스25)",방문요양·방문목욕·주야간보호,,0,0,84,6,0,20180731
34413000421,한사랑 재가복지센터,충청남도,천안시 서북구,불당동,충청남도 천안시 서북구 불당8길  17-1 101호 (불당동),방문요양,,0,0,27,1,0,20180801
34413000424,은혜노인복지센터 부설 노인주야간보호센터,충청남도,천안시 서북구,성거읍,"충청남도 천안시 서북구 성거읍 봉주로  93 502호 (성거읍, 천우빌딩)",주야간보호,,0,0,2,1,0,20180904
34413000426,휴웰케어,충청남도,천안시 동남구,봉명동,"충청남도 천안시 동남구 봉명로  46 2,4층 (봉명동)",방문요양·주야간보호,,0,0,48,4,0,20180911
34413000427,행복재가요양센터,충청남도,천안시 동남구,대흥동,충청남도 천안시 동남구 공설시장1길  31-1 1층 (대흥동),방문요양·방문목욕,,0,0,0,0,0,20181201
34413000429,어울림방문요양센터,충청남도,천안시 서북구,성거읍,"충청남도 천안시 서북구 성거읍 성거길  82 102호 (성거읍, 장미아파트 상가동)",방문요양,,0,0,87,2,0,20190115
34413000430,고은 빛나 재가요양센터,충청남도,천안시 동남구,원성동,"충청남도 천안시 동남구 충무로  457 1층 (원성동, 충남근로자복지회관)",방문요양·방문목욕,,0,0,122,0,0,20190201
34413000432,시온메디칼,충청남도,천안시 서북구,불당동,"충청남도 천안시 서북구 불당8길  4 1층 (불당동, 영진빌딩)",복지용구,,0,0,0,0,0,20190222
34413000434,기쁨재가복지센터,충청남도,천안시 동남구,원성동,충청남도 천안시 동남구 고재20길  7 201호 (원성동),방문요양·방문목욕,,0,0,161,3,0,20190304
34413000437,패밀리케어 노인주간보호센터,충청남도,천안시 서북구,두정동,"충청남도 천안시 서북구 봉정로  397 3층 (두정동, 대산빌딩)",방문목욕·주야간보호,,1,0,25,1,1,20190412
34413000442,천안사랑비전센터,충청남도,천안시 서북구,성거읍,충청남도 천안시 서북구 성거읍 천흥4길  72-7 (성거읍),방문요양·주야간보호,,0,0,41,4,0,20190430
34413000448,JJ메디칼,충청남도,천안시 동남구,성남면,충청남도 천안시 동남구 성남면 석곡3길  8 101호 (성남면),복지용구,,0,0,0,0,0,20190605
34413000457,베스트재가복지센터,충청남도,천안시 서북구,두정동,"충청남도 천안시 서북구 두정고1길  9 502동504호 (두정동, 천안두정5차푸르지오)",방문요양,,0,0,51,2,0,20190816
34413000464,브니엘방문요양센터,충청남도,천안시 서북구,직산읍,충청남도 천안시 서북구 직산읍 역전말1길  6 (직산읍),방문요양,,0,0,52,3,0,20191017
34413000472,큰나무방문요양센터,충청남도,천안시 서북구,성환읍,충청남도 천안시 서북구 성환읍 성환중앙로  66-9 101호 (성환읍),방문요양,,0,0,32,1,0,20191126
34413000484,르모브재가간호구강센터,충청남도,천안시 서북구,백석동,충청남도 천안시 서북구 백석4길  38 403호 (백석동),방문간호,,0,0,0,0,0,20191212
34415000017,공주노인요양센터,충청남도,공주시,중동,충청남도 공주시 국고개길  18 3층 (중동),방문요양,,0,0,17,0,0,20080619
34415000022,금강노인복지센터,충청남도,공주시,금성동,충청남도 공주시 산성시장5길  101 (금성동),방문요양,,0,0,21,2,0,20080630
34415000046,공주돌봄사회서비스센터,충청남도,공주시,산성동,충청남도 공주시 무령로  259 (산성동),방문요양,,0,0,54,3,0,20090227
34415000048,희망복지요양센터,충청남도,공주시,산성동,충청남도 공주시 웅진로  208 (산성동),방문요양·방문목욕·복지용구,,0,0,250,2,0,20090326
34415000060,사랑노인복지센터,충청남도,공주시,반죽동,충청남도 공주시 봉황로  80 (반죽동),방문요양·방문목욕,,0,0,82,0,0,20090722
34415000061,온누리노인복지센터,충청남도,공주시,동현동,충청남도 공주시 장척로  235 (동현동),방문요양·방문목욕,,0,0,68,4,0,20090922
34415000062,바울라노인요양센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 중앙1길  67-1 (유구읍),방문요양·방문목욕,,0,0,68,2,0,20090928
34415000069,다사랑요양센터,충청남도,공주시,교동,충청남도 공주시 봉황로  161 (교동),방문요양,,0,0,31,2,0,20091224
34415000086,즐거운노인복지센터,충청남도,공주시,중학동,충청남도 공주시 웅진로  102-1 (중학동),방문요양·방문목욕·복지용구,,0,0,51,0,0,20101221
34415000090,반포재가복지센터,충청남도,공주시,반포면,충청남도 공주시 반포면 수실1길  1 (반포면),방문요양·방문목욕,,0,0,61,4,0,20110503
34415000091,평안재가요양센터,충청남도,공주시,옥룡동,충청남도 공주시 버드나무4길  7-6 (옥룡동),방문요양·방문목욕,,0,0,21,2,0,20110512
34415000092,유구노인요양센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 중앙1길  32 (유구읍),방문요양,,0,0,28,2,0,20110805
34415000093,이원건강의료기,충청남도,공주시,금성동,충청남도 공주시 미나리1길  5 (금성동),복지용구,,0,0,0,0,0,20110830
34415000118,공주재가노인복지센터,충청남도,공주시,월송동,충청남도 공주시 무령로  586 606호 (월송동),방문요양,,0,0,38,1,0,20131008
34415000122,신풍성모복지센터,충청남도,공주시,신풍면,충청남도 공주시 신풍면 정곡길  113 (신풍면),방문요양·방문목욕,,0,0,57,0,0,20140902
34415000124,공주원로원 주간보호센터,충청남도,공주시,금흥동,충청남도 공주시 연수원길  47-30 (금흥동),주야간보호,,1,0,6,3,0,20141028
34415000127,가나안노인복지센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 중앙1길  101 (유구읍),방문요양,,0,0,56,3,0,20150406
34415000132,송원노인복지센터,충청남도,공주시,중동,충청남도 공주시 국고개길  18 (중동),방문요양,,0,0,49,3,0,20150825
34415000133,공주가화노인복지센터,충청남도,공주시,반죽동,충청남도 공주시 무령로  142 (반죽동),방문요양·방문목욕,,0,0,105,1,0,20160101
34415000134,정다운노인요양센터,충청남도,공주시,금학동,충청남도 공주시 원댕이길  13 (금학동),방문요양,,0,0,82,3,0,20160201
34415000136,사랑나눔재가복지센터,충청남도,공주시,탄천면,충청남도 공주시 탄천면 통산로  187 (탄천면),방문요양,,0,0,24,1,0,20160425
34415000138,공주원로원 방문요양센터,충청남도,공주시,금흥동,충청남도 공주시 연수원길  47-30 (금흥동),방문요양,,0,0,17,1,0,20160701
34415000139,예온재가노인복지센터,충청남도,공주시,신관동,충청남도 공주시 관골2길  23 2층 (신관동),방문요양,,0,0,15,1,0,20160826
34415000141,신풍노인복지센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 유구마곡사로  8-13 (유구읍),방문요양,,0,0,28,1,0,20161024
34415000145,공감노인복지센터,충청남도,공주시,옥룡동,충청남도 공주시 무령로  300 (옥룡동),방문요양·방문목욕,,0,0,91,4,0,20170301
34415000146,공주부모사랑요양센터,충청남도,공주시,교동,"충청남도 공주시 제민천1길  123 107호 (교동, 샹화샤인빌)",방문요양,,0,0,72,3,0,20170327
34415000151,효사랑재가노인요양센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 유구외곽로  323-1 (유구읍),방문요양,,0,0,27,1,0,20170830
34415000152,성심재가복지센터,충청남도,공주시,금흥동,"충청남도 공주시 무령로  599-25 3층301-2호 (금흥동, 드림프라자)",방문요양·복지용구,,0,0,50,2,0,20170830
34415000154,어르신이 편안한 재가요양센터,충청남도,공주시,산성동,충청남도 공주시 무령로  253 (산성동),방문요양·방문목욕,,0,0,100,2,0,20171013
34415000155,행복한 노인재가요양센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 중앙1길  82-2 (유구읍),방문요양,,0,0,48,2,0,20171019
34415000157,한빛재가장기요양센터,충청남도,공주시,신관동,충청남도 공주시 번영1로  129 1층 (신관동),방문요양,,0,0,106,3,0,20171221
34415000159,까루나재가노인복지센터,충청남도,공주시,정안면,충청남도 공주시 정안면 모란길  113 (정안면),방문요양,,0,0,174,2,0,20180510
34415000160,수연재가노인요양센터,충청남도,공주시,웅진동,충청남도 공주시 백제문화로  2151 청실상가동2층202호 (웅진동),방문요양,,0,0,36,2,0,20180608
34415000161,한마음 재가요양센터,충청남도,공주시,월송동,충청남도 공주시 월송동현로  45-11 101호 (월송동),방문요양,,0,0,58,2,0,20180824
34415000163,가장편한노인복지센터,충청남도,공주시,봉황동,충청남도 공주시 대통1길  27 (봉황동),방문요양,,0,0,33,1,0,20190509
34415000166,나오미노인복지센터,충청남도,공주시,유구읍,충청남도 공주시 유구읍 중앙2길  100 (유구읍),방문요양,,0,0,25,2,0,20190701
34415000167,나누리 재가요양센터,충청남도,공주시,이인면,충청남도 공주시 이인면 검바위로  216 205호 (이인면),방문요양·방문목욕,,0,0,44,0,0,20191008
34415000174,동막골재가노인복지센터,충청남도,공주시,정안면,충청남도 공주시 정안면 상정안동막길  7-4 (정안면),방문요양,,0,0,40,2,0,20191212
34415000175,우성농협재가노인복지센터,충청남도,공주시,우성면,충청남도 공주시 우성면 동대리길  78 2층 (우성면),방문요양,,0,0,34,1,0,20191216
34415000181,장수요양방문센터,충청남도,공주시,사곡면,"충청남도 공주시 사곡면 통천포길  263 (사곡면, 2층)",방문요양,,0,0,5,0,0,20201217
34418000055,효도노인재가장기요양센터,충청남도,보령시,대천동,충청남도 보령시 대흥로  82 (대천동),,,0,0,29,1,0,20091218
34418000084,행복한주야간보호센터,충청남도,보령시,남포면,충청남도 보령시 남포면 봉덕2길  14 (남포면),주야간보호,,0,1,2,1,0,20120702
34418000089,주향노인복지센터,충청남도,보령시,대천동,충청남도 보령시 보령북로  111 (대천동),방문요양·방문목욕,,0,0,114,6,0,20120816
34418000097,보령의료기,충청남도,보령시,대천동,충청남도 보령시 원동1길  30-13 (대천동),복지용구,,0,0,0,0,0,20130702
34418000102,보령밀알교회부설그루터기재가복지센터,충청남도,보령시,동대동,충청남도 보령시 서낭댕이길  11-1 (동대동),방문요양·방문목욕·주야간보호,,0,0,39,2,0,20131201
34418000104,힐링재가복지센터,충청남도,보령시,대천동,충청남도 보령시 번영로  25 3층 (대천동),방문요양·방문목욕·방문간호,,0,0,71,1,1,20140115
34418000108,섬김재가노인방문요양보호센터,충청남도,보령시,동대동,충청남도 보령시 희망1길  90 (동대동),방문요양·방문목욕,,0,0,69,3,0,20140311
34418000109,산돌간호재가복지센터,충청남도,보령시,대천동,충청남도 보령시 명동로  4 (대천동),방문요양·방문목욕·방문간호,,0,0,66,6,1,20140401
34418000112,동행복지센터,충청남도,보령시,대천동,충청남도 보령시 대천로  25 1층 (대천동),방문요양·방문목욕,,0,0,118,3,0,20150203
34418000115,대천복지용구센터,충청남도,보령시,대천동,충청남도 보령시 원동1길  56-4 (대천동),복지용구,,0,0,0,0,0,20150520
34418000124,늘푸른복지용구,충청남도,보령시,궁촌동,충청남도 보령시 천변남길  12 101호 (궁촌동),복지용구,,0,0,0,0,0,20160314
34418000125,보령지역자활센터,충청남도,보령시,동대동,충청남도 보령시 원동1길  95 (동대동),방문요양·방문목욕,,0,0,41,2,0,20160429
34418000126,믿음재가방문요양센터,충청남도,보령시,웅천읍,충청남도 보령시 웅천읍 장터중앙길  114 (웅천읍),방문요양,,0,0,69,3,0,20160602
34418000136,홍보재가복지센터,충청남도,보령시,천북면,충청남도 보령시 천북면 하궁길  18 (천북면),방문요양·방문목욕,,0,0,34,1,0,20170302
34418000137,천북재가복지센터,충청남도,보령시,천북면,충청남도 보령시 천북면 하궁길  28-6 (천북면),방문요양·방문목욕,,0,0,27,1,0,20170321
34418000138,가나안노인복지재가센터,충청남도,보령시,청소면,충청남도 보령시 청소면 평촌2길  1 (청소면),방문요양,,0,0,36,2,0,20170321
34418000140,성심방문요양센터,충청남도,보령시,웅천읍,충청남도 보령시 웅천읍 독산로  4 (웅천읍),방문요양,,0,0,71,3,0,20170616
34418000143,금빛주야간보호센터,충청남도,보령시,청라면,충청남도 보령시 청라면 백현장산길  2 (청라면),주야간보호,,0,0,11,1,0,20180105
34418000145,우리재가복지센터,충청남도,보령시,대천동,충청남도 보령시 보령북로  101 2층 (대천동),방문요양,,0,0,49,2,0,20180228
34418000147,(주)참조은복지센터,충청남도,보령시,대천동,충청남도 보령시 구시10길  24 (대천동),방문요양·방문목욕,,0,0,64,4,0,20180727
34418000148,삼광방문간호센터,충청남도,보령시,궁촌동,충청남도 보령시 터미널길  8 106-1호 (궁촌동),방문간호,,0,0,0,0,0,20180905
34418000152,보령방문간호재가센터,충청남도,보령시,주포면,충청남도 보령시 주포면 향교말길  79 (주포면),방문간호,,0,0,0,0,3,20190513
34418000155,가족사랑요양센터,충청남도,보령시,대천동,충청남도 보령시 남대천로  78 (대천동),방문요양,,0,0,61,2,0,20190607
34418000158,(주)미소요양복지센터,충청남도,보령시,대천동,충청남도 보령시 대흥로  99 (대천동),방문요양,,0,0,19,1,0,20190624
34418000164,예가방문요양센터,,,,충청남도 보령시 천변북길  79 (대천동),방문요양·방문목욕,,0,0,57,1,0,20191125
34418000168,수레바퀴노인재가방문요양센터,충청남도,보령시,대천동,충청남도 보령시 보령북로  76 2층 (대천동),방문요양,,0,0,15,0,0,20191212
34418000169,기쁨실버케어센터,충청남도,보령시,신흑동,충청남도 보령시 해수욕장12길  11 (신흑동),방문요양·방문목욕,,0,0,30,0,0,20191219
34418000172,보령재가노인복지센터,충청남도,보령시,동대동,"충청남도 보령시 동대로  56 2층 (동대동, 보령재가노인복지센터)",방문요양·주야간보호,,0,0,35,3,0,20191223
34420000001,가나안재가노인복지센터,충청남도,아산시,용화동,충청남도 아산시 남부로  118 3층 (용화동),방문요양·방문목욕·복지용구,,0,0,129,2,0,20080530
34420000040,평안노인복지센터,충청남도,아산시,배방읍,"충청남도 아산시 배방읍 호서로  460 122동401호 (배방읍, 배방자이아파트 1차)",방문요양·방문목욕,,0,0,29,1,0,20081128
34420000048,이화노인전문요양센터,충청남도,아산시,방축동,충청남도 아산시 방축로42번길  12 (방축동),방문요양·방문목욕,,0,0,29,1,0,20090408
34420000060,아산용화 노인복지센터,충청남도,아산시,온천동,충청남도 아산시 어의정로17번길  17 (온천동),방문요양·방문목욕,,0,0,63,0,0,20090810
34420000068,갈릴리재가요양센터,충청남도,아산시,권곡동,충청남도 아산시 문화로  225-11 (권곡동),방문요양·방문목욕·방문간호,,0,0,27,1,0,20091118
34420000071,나이팅게일홈케어,충청남도,아산시,권곡동,충청남도 아산시 권곡로  47 104동104호 (권곡동),방문요양·방문목욕,,0,0,16,0,0,20091215
34420000073,행복나눔노인복지센터,충청남도,아산시,온천동,충청남도 아산시 온양역길  46 (온천동),방문요양·방문목욕,,0,0,67,4,0,20091229
34420000142,A+무지개방문요양기관,충청남도,아산시,온천동,"충청남도 아산시 중앙로  35 (온천동, 1층)",방문요양·방문목욕,,0,0,77,6,0,20140101
34420000146,고은빛나재가요양센터,충청남도,아산시,배방읍,"충청남도 아산시 배방읍 북수로  64 201호 (배방읍, 세진빌)",방문요양·방문목욕·복지용구,,0,0,207,0,0,20140212
