시설유형,시설종류,시설명,시도,시군구,주소
다함께돌봄센터,다함께돌봄센터,연풍 다함께돌봄센터,경기도,파주시,경기도 파주시 파주읍 술이홀로 429-1
아동복지시설,공동생활가정,연한가지,전라남도,영광군,전라남도 영광군 대마면 원당길1길 5
아동복지시설,지역아동센터,연향지역아동센터,전라남도,순천시,"전라남도 순천시 연향2로 14-1, 3층 (연향동)"
아동복지시설,공동생활가정,연화동산,부산광역시,동래구,"부산광역시 동래구 아시아드대로164번길 16, 203호 (사직동, 청호파크빌라)"
장애인직업재활시설,장애인 보호작업장,연화보호작업장,경상북도,영주시,경상북도 영주시 이산면 한성로 33
장애인거주시설,중증장애인거주시설,연화원,경상북도,경산시,경상북도 경산시 용성면 운용로 634-25
아동복지시설,지역아동센터,연화지역아동센터,충청남도,아산시,충청남도 아산시 배방읍 연화로 16 (연화마을휴먼시아7단지 관리동)
장애인직업재활시설,장애인 보호작업장,연화직업재활원,서울특별시,송파구,"서울특별시 송파구 가락로 86 (석촌동,광동빌딩 5층)"
노인여가복지시설,노인교실,연희교회노인교실,서울특별시,서대문구,서울특별시 서대문구 연희로10길 17-6 (연희동)
노인여가복지시설,노인복지관,연희노인문화센터,인천광역시,서구,인천광역시 서구 승학로 263 (심곡동)
노인여가복지시설,노인복지관,연희노인복지관,서울특별시,서대문구,서울특별시 서대문구 홍제천로2길 111 (연희동)
아동복지시설,지역아동센터,연희지역아동센터,인천광역시,서구,"인천광역시 서구 심곡로 17, 1층 (심곡동)"
아동복지시설,지역아동센터,열두광주리 지역아동센터,대전광역시,중구,대전광역시 중구 수침로55번길 25 (태평동)
아동복지시설,지역아동센터,열린고등지역아동센터,경기도,수원시 팔달구,"경기도 수원시 팔달구 동말로 105, 2층 (화서동)"
아동복지시설,지역아동센터,열린고색지역아동센터,경기도,수원시 권선구,"경기도 수원시 권선구 고산로27번길 23, 2층 (고색동)"
아동복지시설,공동생활가정,열린공동생활가정,광주광역시,동구,"광주광역시 동구 필문대로 12-7 (계림동, 금호타운 106동 102호)"
아동복지시설,공동생활가정,열린그룹홈,부산광역시,강서구,"부산광역시 강서구 신호산단3로 55, 103동 304호 (신호동, 부산신호윌더하임아파트)"
노인여가복지시설,노인교실,열린노인대학,경기도,오산시,경기도 오산시 서동로65번길 5-14 (서동)
노인여가복지시설,노인교실,열린노인복지센터,경기도,양주시,"경기도 양주시 백석읍 고릉말로 26, 2층"
장애인거주시설,장애인공동생활가정,열린마음,서울특별시,강서구,"서울특별시 강서구 초록마을로34길 61, 201호 (화곡동)"
장애인거주시설,장애인공동생활가정,열린마음하나,서울특별시,강서구,"서울특별시 강서구 초록마을로24길 7-8, A동 201호 (화곡동, 태영팰리스)"
노인여가복지시설,노인교실,열린문교회노인교실,울산광역시,남구,울산광역시 남구 삼산동 1509-17
아동복지시설,지역아동센터,열린문화지역아동센터,충청남도,천안시 동남구,충청남도 천안시 동남구 신부2길 8-2 (신부동)
장애인거주시설,장애유형별거주시설,열린사랑의집,경기도,성남시 수정구,경기도 성남시 수정구 탄리로 54 (신흥동)
정신재활시설,공동생활가정,열린세상,서울특별시,양천구,서울특별시 양천구 남부순환로 207 번지 3 호
아동복지시설,지역아동센터,열린송죽지역아동센터,경기도,수원시 장안구,"경기도 수원시 장안구 송정로59번길 23-1, 2층 (송죽동)"
아동복지시설,지역아동센터,열린스쿨지역아동센터,대전광역시,중구,"대전광역시 중구 보문산로171번길 16, 101호 (문화동)"
노숙인복지시설,노숙인자활시설,열린여성센터,서울특별시,서대문구,서울특별시 서대문구 홍제내2길 66-10 (홍제동)
장애인직업재활시설,장애인 보호작업장,열린일터,인천광역시,남동구,인천광역시 남동구 담방서로23번길 1085 번지
아동복지시설,지역아동센터,열린자리지역아동센터,경기도,시흥시,경기도 시흥시 정왕대로233번길 2 층
아동복지시설,지역아동센터,열린지역아동센터,강원특별자치도,고성군,"강원특별자치도 고성군 현내면 한나루로 67, 2층"
아동복지시설,지역아동센터,열린지역아동센터,경기도,의정부시,경기도 의정부시 용민로122번길 36 (민락동)
아동복지시설,지역아동센터,열린지역아동센터,경상북도,구미시,"경상북도 구미시 수출대로25길 23, 2층 (황상동)"
아동복지시설,지역아동센터,열린지역아동센터,경상북도,성주군,경상북도 성주군 성주읍 시장2길 18-6
아동복지시설,지역아동센터,열린지역아동센터,경상북도,영덕군,경상북도 영덕군 영덕읍 야성길 38-3
아동복지시설,지역아동센터,열린지역아동센터,경상북도,포항시 남구,"경상북도 포항시 남구 중흥로114번길 14-1, 2층 (상도동)"
아동복지시설,지역아동센터,열린지역아동센터,광주광역시,서구,광주광역시 서구 화정로294번길 5-11 (농성동)
아동복지시설,지역아동센터,열린지역아동센터,대구광역시,달서구,대구광역시 달서구 감삼남3길 21 (감삼동)
아동복지시설,지역아동센터,열린지역아동센터,대구광역시,달서구,"대구광역시 달서구 감삼남3길 21, 1층 (감삼동)"
아동복지시설,지역아동센터,열린지역아동센터,부산광역시,북구,부산광역시 북구 은행나무로35번길 11 (만덕동)
아동복지시설,지역아동센터,열린지역아동센터,서울특별시,강서구,서울특별시 강서구 초록마을로22길 8-5 (화곡동)
아동복지시설,지역아동센터,열린지역아동센터,서울특별시,관악구,"서울특별시 관악구 양녕로 31, 관리동동 3층 (봉천동, 두산아파트 임대3단지 )"
아동복지시설,지역아동센터,열린지역아동센터,서울특별시,마포구,"서울특별시 마포구 월드컵북로48길 8, 2층 (상암동)"
아동복지시설,지역아동센터,열린지역아동센터,서울특별시,중랑구,"서울특별시 중랑구 망우로67가길 11, 2층 (망우동)"
아동복지시설,지역아동센터,열린지역아동센터,울산광역시,울주군,울산광역시 울주군 온양읍 솔밭길 3
아동복지시설,지역아동센터,열린지역아동센터,전북특별자치도,고창군,전북특별자치도 고창군 고창읍 성산3길 27
아동복지시설,지역아동센터,열린지역아동센터,전북특별자치도,정읍시,전북특별자치도 정읍시 충정로 173 (장명동)
아동복지시설,지역아동센터,열린지역아동센터,충청남도,보령시,충청남도 보령시 희망2길 39 (동대동)
아동복지시설,지역아동센터,열린학교지역아동센터,전북특별자치도,군산시,"전북특별자치도 군산시 월명로 427-2, 3층 (선양동)"
아동복지시설,지역아동센터,열린행복홈스쿨,경기도,용인시 처인구,경기도 용인시 처인구 이동면 백옥대로 664-29
노인주거복지시설,양로시설,열린효경원,경기도,가평군,경기도 가평군 설악면 유명로 1906-22
장애인직업재활시설,장애인 보호작업장,열림일터,서울특별시,강서구,서울특별시 강서구 화곡동 958번지 13호
아동복지시설,지역아동센터,열림지역아동센터,서울특별시,노원구,서울특별시 노원구 동일로231다길 6 (상계동)
아동복지시설,공동생활가정,열매마을의집,대전광역시,유성구,"대전광역시 유성구 노은로 416, 504동 12층 1204호 (하기동, 송림마을 5단지)"
아동복지시설,지역아동센터,열매맺는 지역아동센터,경기도,파주시,경기도 파주시 파주읍 술이홀로 414-1
장애인지역사회재활시설,장애인주간이용시설,열매주간보호센터,대전광역시,대덕구,대전광역시 대덕구 한남로137번길 57 (오정동)
아동복지시설,지역아동센터,열매지역아동센터,경기도,양주시,"경기도 양주시 고암길 335, 202호 (덕정동)"
아동복지시설,지역아동센터,열매지역아동센터,광주광역시,북구,광주광역시 북구 송해로39번길 10-4 (삼각동)
아동복지시설,지역아동센터,열매지역아동센터,광주광역시,북구,광주광역시 북구 송해로39번길 10-4 (삼각동)
아동복지시설,지역아동센터,열매지역아동센터,대구광역시,달서구,대구광역시 달서구 학산로 133 (본동)
아동복지시설,지역아동센터,열매지역아동센터,인천광역시,강화군,"인천광역시 강화군 강화읍 갑룡길 76-17, 1층"
아동복지시설,지역아동센터,열매지역아동센터,전북특별자치도,김제시,전북특별자치도 김제시 금성로 60-13 (신풍동)
아동복지시설,지역아동센터,열매지역아동센터,전북특별자치도,전주시 완산구,"전북특별자치도 전주시 완산구 관선1길 76, 2층 (남노송동)"
아동복지시설,지역아동센터,열방지역아동센터,경상남도,함안군,"경상남도 함안군 칠서면 함의로 26 (201호, 202호,206호,207호)"
아동복지시설,지역아동센터,열방지역아동센터,대구광역시,달서구,대구광역시 달서구 월곡로47길 9 (상인동)
아동복지시설,지역아동센터,열방지역아동센터,대전광역시,서구,"대전광역시 서구 도솔로 240-1, 2층 (내동)"
장애인지역사회재활시설,장애인주간이용시설,열손가락장애인주간이용센터,경기도,안양시 만안구,"경기도 안양시 만안구 창박로 41, 304&305호 (안양동, 포커스프라자)"
아동복지시설,지역아동센터,염광지역아동센터,광주광역시,광산구,"광주광역시 광산구 월곡로 26, 2층 (월곡동)"
아동복지시설,지역아동센터,염광지역아동센터 빛나는집,서울특별시,동대문구,서울특별시 동대문구 전농로16길 83 (전농동)
노인여가복지시설,노인교실,염리노인대학,서울특별시,마포구,서울특별시 마포구 숭문6길 22 (염리동)
장애인지역사회재활시설,장애인주간이용시설,염리장애인주간보호센터,서울특별시,마포구,"서울특별시 마포구 대흥로24길 50 (염리동, 2층)"
일반사회복지시설,사회복지관,염리종합사회복지관,서울특별시,마포구,서울특별시 마포구 대흥로24길 50 (염리동)
노인여가복지시설,노인교실,염창교회 노인교실,서울특별시,강서구,서울특별시 강서구 공항대로59다길 147 (염창동)
노인여가복지시설,노인교실,염천교회 늘푸른대학,서울특별시,용산구,서울특별시 용산구 한강대로94길 7 (갈월동)
노인여가복지시설,노인교실,염포노인대학,울산광역시,북구,울산광역시 북구 염포로 711 (염포동)
장애인거주시설,장애인공동생활가정,영가장애인공동생활가정,경상북도,안동시,경상북도 안동시 북후면 산약길 11
장애인직업재활시설,장애인 보호작업장,영가재활원,경상북도,안동시,경상북도 안동시 북후면 산약길 10
노인여가복지시설,노인교실,영강실버(청춘노인)교실,강원특별자치도,원주시,강원특별자치도 원주시 행구로 215 (행구동)
아동복지시설,지역아동센터,영강지역아동센터,전라남도,나주시,"전라남도 나주시 영강길 15, 2층 (삼영동)"
장애인지역사회재활시설,점자도서관,영광 시각장애인 모바일 점자도서관,서울특별시,서대문구,서울특별시 서대문구 세검정로 78-19 (홍제동)
노인여가복지시설,노인복지관,영광군노인복지관,전라남도,영광군,전라남도 영광군 영광읍 대하길 19
다함께돌봄센터,다함께돌봄센터,영광군다함께돌봄센터 2호점(푸른꿈),전라남도,영광군,전라남도 영광군 영광읍 옥당로1길 10-1
다함께돌봄센터,다함께돌봄센터,영광군다함께돌봄센터 3호점(한빛),전라남도,영광군,"전라남도 영광군 홍농읍 동부로 13, 3층"
다함께돌봄센터,다함께돌봄센터,영광군다함께돌봄센터(모두의놀이터),전라남도,영광군,"전라남도 영광군 영광읍 중앙로5길 16-2, 4층"
장애인지역사회재활시설,수어통역센터,영광군수어통역센터,전라남도,영광군,전라남도 영광군 영광읍 옥당로 50 (영광군장애인복지타운 농아동)
장애인지역사회재활시설,시각장애인 등 생활지원센터,영광군시각장애인플러스지원센터,전라남도,영광군,전라남도 영광군 군남면 천년로 680 (다동 1층)
정신재활시설,종합시설,영광두빛나래,전라남도,영광군,전라남도 영광군 영광읍 신남로 268
장애인지역사회재활시설,장애인주간이용시설,영광시각장애인주간보호센터,서울특별시,서대문구,서울특별시 서대문구 세무서10길 54 (홍제동)
노인일자리지원기관,노인일자리지원기관,영광시니어클럽,전라남도,영광군,전라남도 영광군 영광읍 물무로 98
아동복지시설,지역아동센터,영광의 빛 지역아동센터,전라남도,영광군,전라남도 영광군 홍농읍 홍농로 379
아동복지시설,지역아동센터,영광의지역아동센터,경기도,용인시 처인구,경기도 용인시 처인구 모현읍 문현로 263
장애인지역사회재활시설,장애인주간이용시설,영광장애인주간보호센터,전라남도,영광군,전라남도 영광군 영광읍 옥당로 50 (영광장애인복지타운 지적동)
장애인거주시설,장애유형별거주시설,영광재활원,부산광역시,해운대구,부산광역시 해운대구 삼어로91번길 11 (반여동)
아동복지시설,지역아동센터,영광지역아동센터,경기도,부천시 오정구,"경기도 부천시 오정구 성곡로 46, 3층 (여월동)"
아동복지시설,지역아동센터,영광지역아동센터,서울특별시,도봉구,서울특별시 도봉구 노해로41가길 17 (쌍문동)
장애인직업재활시설,장애인 보호작업장,영광직업재활원,부산광역시,해운대구,부산광역시 해운대구 삼어로91번길 11 (반여동)
다함께돌봄센터,다함께돌봄센터,영귀미돌봄터,강원특별자치도,홍천군,"강원특별자치도 홍천군 영귀미면 공작산로 512, 2층"
장애인거주시설,장애인공동생활가정,영남1305,경상북도,안동시,"경상북도 안동시 합전3길 33-22, A동 1305호 (송현동, 영남아파트)"
노인여가복지시설,노인교실,영남대학교 민족문화연구소 노인대학,경상북도,경산시,경상북도 경산시 대학로 280 (조영동)
정신요양시설,정신요양시설,영남정신요양원,경상북도,김천시,경상북도 김천시 어모면 작점로 640
노인여가복지시설,노인복지관,영덕군 실버복지관,경상북도,영덕군,경상북도 영덕군 영해면 동해대로 6560
장애인직업재활시설,장애인 보호작업장,영덕군 장애인 보호작업장,경상북도,영덕군,경상북도 영덕군 강구면 강영로 191
장애인지역사회재활시설,수어통역센터,영덕군수어통역센터,경상북도,영덕군,"경상북도 영덕군 영덕읍 경동로 8367, 1층 102호 (영덕군장애인회관)"
장애인지역사회재활시설,시각장애인 등 생활지원센터,영덕군시각장애인등생활지원센터,경상북도,영덕군,경상북도 영덕군 영덕읍 경동로 8367
다함께돌봄센터,다함께돌봄센터,영덕마을돌봄터,경상북도,영덕군,"경상북도 영덕군 영덕읍 읍사무소1길 42-21, 102동 101호 (영덕 우진 센트럴하임)"
노인여가복지시설,노인교실,영덕읍 노인교실,경상북도,영덕군,경상북도 영덕군 영덕읍 군청길 132 (영덕군노인회관)
자활시설,지역자활센터,영덕지역자활센터,경상북도,영덕군,경상북도 영덕군 영덕읍 군청길
아동복지시설,지역아동센터,영도 행복한 홈스쿨 지역아동센터,부산광역시,영도구,"부산광역시 영도구 동삼북로 3, 205, 207호 (동삼동, 동삼1주공 임대상가)"
노인여가복지시설,노인복지관,영도구노인복지관,부산광역시,영도구,부산광역시 영도구 절영로29번길 14 (대교동2가)
노인여가복지시설,노인복지관,영도구노인복지관 분관,부산광역시,영도구,부산광역시 영도구 봉래길 372 (청학동)
장애인지역사회재활시설,장애인복지관,영도구장애인복지관,부산광역시,영도구,부산광역시 영도구 함지로79번길 6 (동삼동)
장애인지역사회재활시설,장애인주간이용시설,영도구장애인복지관 장애인주간보호센터,부산광역시,영도구,부산광역시 영도구 함지로79번길 6 (동삼동)
일반사회복지시설,사회복지관,영도구종합사회복지관,부산광역시,영도구,부산광역시 영도구 산정길 138 (신선동3가)
노인여가복지시설,노인교실,영도구종합사회복지관부설노인교실,부산광역시,영도구,부산광역시 영도구 산정길 138 (신선동3가)
노인여가복지시설,노인교실,영도새마을금고 노인교실,부산광역시,영도구,부산광역시 영도구 태종로 361 (청학동)
아동복지시설,지역아동센터,영도원광 지역아동센터,부산광역시,영도구,부산광역시 영도구 남도여중길 28 (신선동2가)
장애인지역사회재활시설,장애인자립생활지원센터,영도장애인자립생활센터,부산광역시,영도구,"부산광역시 영도구 절영로 560, 6층 (동삼동)"
아동복지시설,지역아동센터,영도중앙지역아동센터,부산광역시,영도구,"부산광역시 영도구 대교로 50 (봉래동1가,홀리죠이센터 3층)"
노인주거복지시설,노인공동생활가정,영동 예수원,충청북도,영동군,충청북도 영동군 영동읍 당곡로 377
노인여가복지시설,노인복지관,영동군 노인복지관,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 13
장애인지역사회재활시설,수어통역센터,영동군수어통역센터,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 8 (장애인연합회관 2층)
장애인직업재활시설,장애인 보호작업장,영동군장애인보호작업장,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 8
장애인지역사회재활시설,장애인복지관,영동군장애인복지관,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 17
장애인지역사회재활시설,시각장애인 등 생활지원센터,영동군장애인생활이동지원센터,충청북도,영동군,"충청북도 영동군 영동읍 반곡동길 8, 2층"
다함께돌봄센터,다함께돌봄센터,영동다함께돌봄센터,충청북도,영동군,충청북도 영동군 영동읍 반곡동길 22 (영동국민체육건강센터내 1층)
노인일자리지원기관,노인일자리지원기관,영동시니어클럽,충청북도,영동군,"충청북도 영동군 영동읍 학산영동로 1190-12, 102동 1층 (영동부용 고령자복지주택)"
노인여가복지시설,노인교실,영동실버대학,서울특별시,강남구,서울특별시 강남구 논현로6길 6 (개포동)
아동복지시설,지역아동센터,영동지역아동센터,충청북도,영동군,충청북도 영동군 양강면 학산영동로 879
아동복지시설,지역아동센터,영등지역아동센터,전북특별자치도,익산시,전북특별자치도 익산시 동서로39길 전라북도 익산시 동서로39길
노인여가복지시설,노인교실,영등포50플러스센터,서울특별시,영등포구,서울특별시 영등포구 여의도동 56번지 1호
노인여가복지시설,노인교실,영등포교회 노인교실,서울특별시,영등포구,서울특별시 영등포구 양산로 213 (영등포동7가)
장애인지역사회재활시설,수어통역센터,영등포구수어통역센터,서울특별시,영등포구,"서울특별시 영등포구 경인로112길 13, 2층 (영등포동1가)"
장애인지역사회재활시설,장애인주간이용시설,영등포구주간보호센터,서울특별시,영등포구,"서울특별시 영등포구 신길로 55 (신길동,3층)"
다함께돌봄센터,다함께돌봄센터,영등포동 아이랜드(영등포11호점 우리동네키움센터),서울특별시,영등포구,"서울특별시 영등포구 버드나루로7길 16, 2층 (영등포동7가)"
장애인직업재활시설,장애인 보호작업장,영등포동행지원센터,서울특별시,영등포구,"서울특별시 영등포구 신길로 29, 105동 106, 110-1호 (대림동, e편한세상 영등포 아델포레)"
다함께돌봄센터,다함께돌봄센터,영등포본동 아이랜드(영등포1호점 우리동네키움센터),서울특별시,영등포구,서울특별시 영등포구 신길로60길 31-2 (신길동)
노인일자리지원기관,노인일자리지원기관,영등포시니어클럽,서울특별시,영등포구,서울특별시 영등포구 영중로 리마크빌 영등포 C 동 1 층 109 호
정신재활시설,아동청소년정신건강지원시설,영등포아이존,서울특별시,영등포구,"서울특별시 영등포구 영등포로84길 24-14, 2층 (신길동)"
일반사회복지시설,사회복지관,영등포종합사회복지관,서울특별시,영등포구,서울특별시 영등포구 신길로13길 4 (신길동)
아동복지시설,지역아동센터,영등포좋은나무지역아동센터,서울특별시,영등포구,서울특별시 영등포구 양산로 90-1 (당산동2가)
아동복지시설,공동생활가정,영라이프그룹홈,서울특별시,은평구,서울특별시 은평구 연서로37가길 23-1 (불광동)
노인주거복지시설,양로시설,영락경로원,경기도,하남시,경기도 하남시 안터로 55-1 (풍산동)
노인여가복지시설,노인교실,영락교회 부설 평생대학,제주특별자치도,제주시,제주특별자치도 제주시 연수로4길 12-1 (일도이동)
아동복지시설,아동양육시설,영락보린원,서울특별시,용산구,서울특별시 용산구 후암로4길 70 (후암동)
장애인거주시설,중증장애인거주시설,영락애니아의집,서울특별시,용산구,서울특별시 용산구 후암로4길 70 (후암동)
노인주거복지시설,양로시설,영락양로원,전라남도,장성군,전라남도 장성군 북하면 남창로 12
노인주거복지시설,양로시설,영락양로원,대구광역시,서구,대구광역시 서구 가르뱅이로21길 3 (상리동)
장애인지역사회재활시설,장애인주간이용시설,영락주간보호센터,서울특별시,중구,서울특별시 중구 수표로 69 번지
아동복지시설,지역아동센터,영락지역아동복지센터,서울특별시,용산구,서울특별시 용산구 후암로4길 70 (후암동)
아동복지시설,지역아동센터,영락지역아동센터,광주광역시,북구,"광주광역시 북구 양산택지소로 30 (본촌동, 부영상가 301호)"
아동복지시설,지역아동센터,영락지역아동센터,광주광역시,북구,"광주광역시 북구 양산택지소로 30, 상가동 301호 (본촌동, 부영사랑으로)"
아동복지시설,지역아동센터,영림지역아동센터,경기도,안양시 만안구,경기도 안양시 만안구 문예로 16-1 (안양동)
아동복지시설,아동양육시설,영명보육원,세종특별자치시,연서면,세종특별자치시 연서면 월성로 239
아동복지시설,지역아동센터,영문지역아동센터,서울특별시,구로구,"서울특별시 구로구 개봉로11길 35-9, 301호 (개봉동)"
장애인직업재활시설,장애인 보호작업장,영보직업재활센터,경상남도,고성군,경상남도 고성군 마암면 신리2길 224
아동복지시설,지역아동센터,영산포지역아동센터,전라남도,나주시,"전라남도 나주시 가마태길 38 (용산동, 용산주공아파트)"
아동복지시설,지역아동센터,영산포지역아동센터,전라남도,나주시,"전라남도 나주시 가마태길 38, 2층 (용산동, 용산주공아파트)"
노인여가복지시설,노인교실,영생경로대학,전북특별자치도,정읍시,전북특별자치도 정읍시 관통로 103 (시기동)
노인여가복지시설,노인교실,영생대학,전북특별자치도,진안군,전북특별자치도 진안군 진안읍 진용로 17
아동복지시설,아동양육시설,영생애육원,대구광역시,남구,대구광역시 남구 대명로 156 (대명동)
정신요양시설,정신요양시설,영생원,충청북도,옥천군,충청북도 옥천군 옥천읍 삼청3길 34
아동복지시설,지역아동센터,영생지역아동센터,충청남도,논산시,충청남도 논산시 시민로308번길 10-9 (취암동)
아동복지시설,지역아동센터,영성지역아동센터,경기도,부천시 원미구,"경기도 부천시 원미구 삼작로292번길 41-22, 3층 (도당동)"
아동복지시설,지역아동센터,영성지역아동센터,서울특별시,동작구,"서울특별시 동작구 국사봉1길 146, 3층 (상도동)"
아동복지시설,지역아동센터,영순지역아동센터,경상북도,문경시,경상북도 문경시 영순면 영순로 259
노인여가복지시설,노인교실,영신늘푸른노인교실,서울특별시,강서구,서울특별시 강서구 금낭화로 264 (방화동)
아동복지시설,아동양육시설,영신원,경상남도,창원시 마산합포구,경상남도 창원시 마산합포구 월영북로 46 (대내동)
아동복지시설,아동양육시설,영실애육원,충청북도,옥천군,충청북도 옥천군 옥천읍 대천길 35
아동복지시설,지역아동센터,영안지역아동센터,서울특별시,중랑구,"서울특별시 중랑구 겸재로9길 15, 2층 (면목동)"
노인여가복지시설,노인교실,영암교회 노인교실,서울특별시,영등포구,서울특별시 영등포구 신길로60다길 10 (신길동)
장애인지역사회재활시설,수어통역센터,영암군 수어통역센터,전라남도,영암군,전라남도 영암군 영암읍 동문로 15
장애인지역사회재활시설,시각장애인 등 생활지원센터,영암군 시각장애인 플러스지원센터,전라남도,영암군,"전라남도 영암군 영암읍 중앙로 85, 1층"
노인여가복지시설,노인복지관,영암군노인복지관,전라남도,영암군,전라남도 영암군 영암읍 오리정길 38
장애인지역사회재활시설,장애인복지관,영암군장애인종합복지관,전라남도,영암군,전라남도 영암군 영암읍 오리정길 37
장애인지역사회재활시설,장애인주간이용시설,영암군장애인주간보호센터,전라남도,영암군,전라남도 영암군 영암읍 잠곡동길 81 (영암남풍 LH 2단지)
노인일자리지원기관,노인일자리지원기관,영암시니어클럽,전라남도,영암군,전라남도 영암군 영암읍 잠곡동길 81
장애인직업재활시설,장애인 보호작업장,영암자립센터,전라남도,영암군,전라남도 영암군 삼호읍 녹색로 1117-129
아동복지시설,지역아동센터,영암지역아동센터,전라남도,영암군,전라남도 영암군 영암읍 역몰길 12
자활시설,지역자활센터,영암지역자활센터,전라남도,영암군,전라남도 영암군 영암읍 새동네길 22-1
장애인지역사회재활시설,장애인주간이용시설,영암참사랑장애인주간보호센터,전라남도,영암군,전라남도 영암군 신북면 원월평길 8
아동복지시설,아동양육시설,영애원,전라남도,영암군,전라남도 영암군 영암읍 회의촌길 19
장애인지역사회재활시설,시각장애인 등 생활지원센터,영양군 시각장애인 등 생활지원센터,경상북도,영양군,"경상북도 영양군 영양읍 동서대로 90, 2층"
아동복지시설,지역아동센터,영양군공립형지역아동센터,경상북도,영양군,경상북도 영양군 영양읍 바들양지1길 42
노인여가복지시설,노인복지관,영양군노인복지관,경상북도,영양군,경상북도 영양군 영양읍 국개음지길 7
다함께돌봄센터,다함께돌봄센터,영양군다함께돌봄센터,경상북도,영양군,경상북도 영양군 영양읍 옥골3길 14
장애인지역사회재활시설,수어통역센터,영양군수어통역센터,경상북도,영양군,"경상북도 영양군 영양읍 군민회관길 26, 2층 203호"
장애인직업재활시설,장애인 보호작업장,영양군장애인보호작업장,경상북도,영양군,경상북도 영양군 청기면 청기로 1244
노인여가복지시설,노인교실,영양실버대학,경상북도,영양군,경상북도 영양군 영양읍 도뭇골길 40
아동복지시설,지역아동센터,영운지역아동센터,경상남도,김해시,경상남도 김해시 삼안로292번길 5 (삼방동)
아동복지시설,지역아동센터,영운지역아동센터,충청북도,청주시 상당구,"충청북도 청주시 상당구 단재로95번길 9, 201호 (영운동)"
아동복지시설,아동양육시설,영웅,전라남도,광양시,"전라남도 광양시 광양읍 서평9길 8, 1,2층"
아동복지시설,지역아동센터,영웅지역아동센터,전라남도,광양시,"전라남도 광양시 광양읍 은장도길 11-10, 1층"
노인여가복지시설,노인교실,영월경로대학,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 중앙1로 39
장애인지역사회재활시설,수어통역센터,영월군수어통역센터,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 하송로 영월군장애인문화복지센터 1 층
장애인지역사회재활시설,시각장애인 등 생활지원센터,영월군장애인생활이동지원센터,강원특별자치도,영월군,"강원특별자치도 영월군 영월읍 하송로 46-41, 1층 (영월군장애인문화복지센터)"
일반사회복지시설,사회복지관,영월군종합사회복지관,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 단종로 12 (영월군종합사회복지관)
아동복지시설,지역아동센터,영월지역아동센터,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 단종로16번길 61-3
자활시설,지역자활센터,영월지역자활센터,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 봉래산로 189
장애인직업재활시설,장애인 보호작업장,영월칼라박스,강원특별자치도,영월군,강원특별자치도 영월군 영월읍 팔괴1농공단지길 21-9
노인여가복지시설,노인교실,영은 노인학교,서울특별시,영등포구,서울특별시 영등포구 양산로 61 (양평동3가)
아동복지시설,지역아동센터,영은늘푸른지역아동센터,경기도,군포시,"경기도 군포시 오금로134번길 6, 1층 (금정동)"
아동복지시설,지역아동센터,영은지역아동센터,경상남도,창원시 의창구,경상남도 창원시 의창구 동읍 자여로115번길 7
아동복지시설,지역아동센터,영인지역아동센터,충청남도,아산시,충청남도 아산시 영인면 아산리길6번길 23
아동복지시설,지역아동센터,영일지역아동센터,대전광역시,대덕구,대전광역시 대덕구 석봉북로9번길 24 (석봉동)
아동복지시설,지역아동센터,영재 지역아동센터,전라남도,담양군,"전라남도 담양군 담양읍 미리산길 2, 3층 302호 (청전상가)"
아동복지시설,지역아동센터,영재지역아동센터,대구광역시,서구,"대구광역시 서구 국채보상로 418-1, 5층 (비산동)"
아동복지시설,지역아동센터,영재지역아동센터,전북특별자치도,익산시,"전북특별자치도 익산시 동서로 144-1 (모현동1가, 우림@상가 206호,301호)"
아동복지시설,지역아동센터,영재지역아동센터,충청북도,음성군,충청북도 음성군 대소면 오태로116번길 9
노인여가복지시설,노인복지관,영종노인복지관,인천광역시,중구,인천광역시 중구 찬들로 151 (운남동)
장애인지역사회재활시설,장애인복지관,영종장애인종합복지관,인천광역시,중구,인천광역시 중구 찬들로 151 (운남동)
장애인지역사회재활시설,장애인주간이용시설,영종장애인주간보호센터,인천광역시,중구,인천광역시 중구 영종해안북로 1000-26 (운서동)
일반사회복지시설,사회복지관,영종종합사회복지관,인천광역시,중구,"인천광역시 중구 찬들로 151, 4층 (운남동)"
다함께돌봄센터,다함께돌봄센터,영주시 남산선비마을돌봄터,경상북도,영주시,경상북도 영주시 구성로150번길 2 (휴천동)
다함께돌봄센터,다함께돌봄센터,영주시 룰루랄라마을돌봄터,경상북도,영주시,경상북도 영주시 풍기읍 풍기로46번길 32
장애인지역사회재활시설,시각장애인 등 생활지원센터,영주시 시각장애인 등 생활지원센터,경상북도,영주시,경상북도 영주시 구성로424번길 8 (영주동)
다함께돌봄센터,다함께돌봄센터,영주시 희망나무마을돌봄터,경상북도,영주시,경상북도 영주시 대학로 231 (가흥동)
