시설유형,시설종류,시설명,시도,시군구,주소
정신건강기관,정신재활시설,행복이룸,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 오송읍 만수길 13-9 301호
정신건강기관,정신재활시설,행복자리,경상북도,칠곡군,경상북도 칠곡군 약목면 관호8길 28-18 101동 307호
정신건강기관,정신재활시설,행복정신건강센터,서울특별시,강동구,서울특별시 강동구 진황도로119 4층 
정신건강기관,기초정신건강복지센터,행복주는의원,경기도,오산시,경기도 오산시 경기동로 59 보건소2층
정신건강기관,정신재활시설,행복한집,부산광역시,남구,"부산광역시 남구 용소로 64번길 49-1, 1층"
정신건강기관,정신재활시설,행복한집,대구광역시,남구,대구광역시 남구 장전1길 149
정신건강기관,정신재활시설,행복한집,전라북도,전주시 덕진구,전라북도 전주시 덕진구 인교로35-25 뉴도현빌 501호
정신건강기관,정신재활시설,행복한하루,서울특별시,도봉구,서울특별시 도봉구 시루봉로 15라길 7-7 301호(방학동)
정신건강기관,정신재활시설,향기로운집,경기도,수원시 권선구,경기도 수원시 권선구 세류3동 817-93번지2층
정신건강기관,정신재활시설,헤세드하우스,경기도,포천시,경기도 포천시 소흘읍 광릉수목원로 664
정신건강기관,기초정신건강복지센터,혜광의료재단 충북병원,충청북도,증평군,충청북도 증평군 증평읍 보건복지로 64-1
정신건강기관,기초정신건강복지센터,혜광의료재단 충북병원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 비하로15번길 16
정신건강기관,정신재활시설,혜민재활의집,경기도,파주시,경기도 파주시 조리읍 문원길 263-6 밀레니엄 B-202
정신건강기관,정신재활시설,혜민재활의집2,경기도,파주시,"경기도 파주시 조리읍 능안로 87, 303"
정신건강기관,정신재활시설,홀로서기,경기도,수원시 권선구,경기도 수원시 권선구 세권로 221번길 24 1층
정신건강기관,기초정신건강복지센터,홍선군 정신건강복지센터,충청남도,홍성군,충청남도 홍성군 홍성읍 문화로 106
정신건강기관,정신요양시설,홍성정신요양원,충청남도,홍성군,충청남도 홍성군 홍성읍 대내길 97
정신건강기관,자살예방센터,홍천군자살예방센터,강원도,홍천군,강원도 홍천군 홍천읍 신장대로 5
정신건강기관,정신재활시설,화곡하늘샘,서울특별시,강서구,"서울특별시 강서구 방화대로6 다길 10-12, 401호"
정신건강기관,기초정신건강복지센터,화천군 정신건강복지센터,강원도,화천군,강원도 화천군 화천읍 강변로 111
정신건강기관,정신재활시설,희망,충청남도,천안시 동남구,충청남도 천안시 동남구 고재 24길 5
정신건강기관,정신재활시설,희망빌,대구광역시,남구,"대구광역시 남구 봉덕로9길 84-2, 4층"
정신건강기관,정신재활시설,희망의그루터기,전라북도,군산시,전라북도 군산시 둔배미길6-6
정신건강기관,정신재활시설,희망의쉼터,전라북도,군산시,전라북도 군산시 둔배미길6-2
정신건강기관,정신재활시설,희망의집,경상북도,경산시,경상북도 경산시 자인면 설총로 841-9
정신건강기관,정신재활시설,희망일터,인천광역시,강화군,인천광역시 강화군 화도면 마니산로 359
정신건강기관,정신재활시설,희망집,경기도,오산시,경기도 오산시 경기동로 8번길 28 라동 102호
정신건강기관,정신재활시설,힐링타운,대전광역시,대덕구,대전광역시 대덕구 송촌남로55-12
정신건강기관,정신재활시설,힐링하우스,경기도,안산시 상록구,"경기도 안산시 상록구 석호공원로 2길7, 401호(사동)"
